function,gamma,x0,delay,round,test,score,passed
siphash,43058.66011526146,7760.1086883945145,56921445.48878018,0,Monobit,7.648280306072853e-255,False
siphash,43058.66011526146,7760.1086883945145,56921445.48878018,0,Frequency Within Block,8.548674413268987e-206,False
siphash,43058.66011526146,7760.1086883945145,56921445.48878018,0,Runs,0.20934548820321822,True
siphash,43058.66011526146,7760.1086883945145,56921445.48878018,0,Longest Run Ones In A Block,0.4691524061375566,True
siphash,43058.66011526146,7760.1086883945145,56921445.48878018,0,Non Overlapping Template Matching,0.9999999999998566,True
siphash,43058.66011526146,7760.1086883945145,56921445.48878018,0,Random Excursion,0.878695388450189,True
siphash,43058.66011526146,7760.1086883945145,56921445.48878018,1,Monobit,0.9349253116421173,True
siphash,43058.66011526146,7760.1086883945145,56921445.48878018,1,Frequency Within Block,0.431652290533078,True
siphash,43058.66011526146,7760.1086883945145,56921445.48878018,1,Runs,0.9690602177207897,True
siphash,43058.66011526146,7760.1086883945145,56921445.48878018,1,Longest Run Ones In A Block,0.16318325210177065,True
siphash,43058.66011526146,7760.1086883945145,56921445.48878018,1,Non Overlapping Template Matching,0.9999999999999996,True
siphash,43058.66011526146,7760.1086883945145,56921445.48878018,1,Random Excursion,0.9567841996075861,True
siphash,43058.66011526146,7760.1086883945145,56921445.48878018,2,Monobit,0.965808295696765,True
siphash,43058.66011526146,7760.1086883945145,56921445.48878018,2,Frequency Within Block,0.645283093769043,True
siphash,43058.66011526146,7760.1086883945145,56921445.48878018,2,Runs,0.7891584525092102,True
siphash,43058.66011526146,7760.1086883945145,56921445.48878018,2,Longest Run Ones In A Block,0.06527022268304675,True
siphash,43058.66011526146,7760.1086883945145,56921445.48878018,2,Non Overlapping Template Matching,0.9999999999999999,True
siphash,43058.66011526146,7760.1086883945145,56921445.48878018,2,Random Excursion,0.9567841996075861,True
siphash,43058.66011526146,7760.1086883945145,56921445.48878018,3,Monobit,0.6155652485687839,True
siphash,43058.66011526146,7760.1086883945145,56921445.48878018,3,Frequency Within Block,0.10143695249655392,True
siphash,43058.66011526146,7760.1086883945145,56921445.48878018,3,Runs,0.7539317692580604,True
siphash,43058.66011526146,7760.1086883945145,56921445.48878018,3,Longest Run Ones In A Block,0.8108090138363853,True
siphash,43058.66011526146,7760.1086883945145,56921445.48878018,3,Non Overlapping Template Matching,0.9999999999999999,True
siphash,43058.66011526146,7760.1086883945145,56921445.48878018,3,Random Excursion,0.9709603488313201,True
siphash,43058.66011526146,7760.1086883945145,56921445.48878018,4,Monobit,0.08005542979653903,True
siphash,43058.66011526146,7760.1086883945145,56921445.48878018,4,Frequency Within Block,0.6446869014567457,True
siphash,43058.66011526146,7760.1086883945145,56921445.48878018,4,Runs,0.9361686622469895,True
siphash,43058.66011526146,7760.1086883945145,56921445.48878018,4,Longest Run Ones In A Block,0.6787851223059496,True
siphash,43058.66011526146,7760.1086883945145,56921445.48878018,4,Non Overlapping Template Matching,1.0,True
siphash,43058.66011526146,7760.1086883945145,56921445.48878018,4,Random Excursion,0.9567841996075861,True
siphash,43058.66011526146,7760.1086883945145,56921445.48878018,5,Monobit,0.8984832661689358,True
siphash,43058.66011526146,7760.1086883945145,56921445.48878018,5,Frequency Within Block,0.23756913968487278,True
siphash,43058.66011526146,7760.1086883945145,56921445.48878018,5,Runs,0.5155993964877057,True
siphash,43058.66011526146,7760.1086883945145,56921445.48878018,5,Longest Run Ones In A Block,0.9552683634207237,True
siphash,43058.66011526146,7760.1086883945145,56921445.48878018,5,Non Overlapping Template Matching,0.999999999999935,True
siphash,43058.66011526146,7760.1086883945145,56921445.48878018,5,Random Excursion,0.7549490872383465,False
siphash,43058.66011526146,7760.1086883945145,56921445.48878018,6,Monobit,0.8542396057680933,True
siphash,43058.66011526146,7760.1086883945145,56921445.48878018,6,Frequency Within Block,0.4291674670339297,True
siphash,43058.66011526146,7760.1086883945145,56921445.48878018,6,Runs,0.022909145669407,True
siphash,43058.66011526146,7760.1086883945145,56921445.48878018,6,Longest Run Ones In A Block,0.5369048924957438,True
siphash,43058.66011526146,7760.1086883945145,56921445.48878018,6,Non Overlapping Template Matching,0.9999999999999999,True
siphash,43058.66011526146,7760.1086883945145,56921445.48878018,6,Random Excursion,0.9567841996075861,True
siphash,43058.66011526146,7760.1086883945145,56921445.48878018,7,Monobit,0.396930912110682,True
siphash,43058.66011526146,7760.1086883945145,56921445.48878018,7,Frequency Within Block,0.6808633807252378,True
siphash,43058.66011526146,7760.1086883945145,56921445.48878018,7,Runs,0.002558791056624184,False
siphash,43058.66011526146,7760.1086883945145,56921445.48878018,7,Longest Run Ones In A Block,0.1825057788966042,True
siphash,43058.66011526146,7760.1086883945145,56921445.48878018,7,Non Overlapping Template Matching,0.9999999999999996,True
siphash,43058.66011526146,7760.1086883945145,56921445.48878018,7,Random Excursion,0.9567841996075861,True
fast_mix,43058.66011526146,7760.1086883945145,56921445.48878018,0,Monobit,0.0,False
fast_mix,43058.66011526146,7760.1086883945145,56921445.48878018,0,Frequency Within Block,0.0,False
fast_mix,43058.66011526146,7760.1086883945145,56921445.48878018,0,Runs,0.0,False
fast_mix,43058.66011526146,7760.1086883945145,56921445.48878018,0,Longest Run Ones In A Block,2.0113166859982437e-05,False
fast_mix,43058.66011526146,7760.1086883945145,56921445.48878018,0,Non Overlapping Template Matching,0.9944162622028757,True
fast_mix,43058.66011526146,7760.1086883945145,56921445.48878018,0,Random Excursion,0.9567841996075861,True
fast_mix,43058.66011526146,7760.1086883945145,56921445.48878018,1,Monobit,0.8718901425473681,True
fast_mix,43058.66011526146,7760.1086883945145,56921445.48878018,1,Frequency Within Block,0.1711931933127816,True
fast_mix,43058.66011526146,7760.1086883945145,56921445.48878018,1,Runs,0.3211699048885674,True
fast_mix,43058.66011526146,7760.1086883945145,56921445.48878018,1,Longest Run Ones In A Block,0.31561015378435203,True
fast_mix,43058.66011526146,7760.1086883945145,56921445.48878018,1,Non Overlapping Template Matching,0.999999999990171,True
fast_mix,43058.66011526146,7760.1086883945145,56921445.48878018,1,Random Excursion,0.878695388450189,True
fast_mix,43058.66011526146,7760.1086883945145,56921445.48878018,2,Monobit,0.6696565188537136,True
fast_mix,43058.66011526146,7760.1086883945145,56921445.48878018,2,Frequency Within Block,0.6454874421149646,True
fast_mix,43058.66011526146,7760.1086883945145,56921445.48878018,2,Runs,0.28760332688708456,True
fast_mix,43058.66011526146,7760.1086883945145,56921445.48878018,2,Longest Run Ones In A Block,0.5153303510512139,True
fast_mix,43058.66011526146,7760.1086883945145,56921445.48878018,2,Non Overlapping Template Matching,0.9999999999998553,True
fast_mix,43058.66011526146,7760.1086883945145,56921445.48878018,2,Random Excursion,0.9567841996075861,True
fast_mix,43058.66011526146,7760.1086883945145,56921445.48878018,3,Monobit,0.9576743194560795,True
fast_mix,43058.66011526146,7760.1086883945145,56921445.48878018,3,Frequency Within Block,0.47976475090793275,True
fast_mix,43058.66011526146,7760.1086883945145,56921445.48878018,3,Runs,0.9682480751638309,True
fast_mix,43058.66011526146,7760.1086883945145,56921445.48878018,3,Longest Run Ones In A Block,0.286898878278859,True
fast_mix,43058.66011526146,7760.1086883945145,56921445.48878018,3,Non Overlapping Template Matching,0.9999999999999718,True
fast_mix,43058.66011526146,7760.1086883945145,56921445.48878018,3,Random Excursion,0.9567841996075861,True
fast_mix,43058.66011526146,7760.1086883945145,56921445.48878018,4,Monobit,0.2690156501395796,True
fast_mix,43058.66011526146,7760.1086883945145,56921445.48878018,4,Frequency Within Block,0.2589617379587405,True
fast_mix,43058.66011526146,7760.1086883945145,56921445.48878018,4,Runs,0.20580933374018567,True
fast_mix,43058.66011526146,7760.1086883945145,56921445.48878018,4,Longest Run Ones In A Block,0.053550710456416004,True
fast_mix,43058.66011526146,7760.1086883945145,56921445.48878018,4,Non Overlapping Template Matching,0.9999999999999981,True
fast_mix,43058.66011526146,7760.1086883945145,56921445.48878018,4,Random Excursion,0.9567841996075861,True
fast_mix,43058.66011526146,7760.1086883945145,56921445.48878018,5,Monobit,0.3636920414888732,True
fast_mix,43058.66011526146,7760.1086883945145,56921445.48878018,5,Frequency Within Block,0.5802944616929843,True
fast_mix,43058.66011526146,7760.1086883945145,56921445.48878018,5,Runs,0.3886855149973408,True
fast_mix,43058.66011526146,7760.1086883945145,56921445.48878018,5,Longest Run Ones In A Block,0.08580427925007061,True
fast_mix,43058.66011526146,7760.1086883945145,56921445.48878018,5,Non Overlapping Template Matching,0.9999999999999974,True
fast_mix,43058.66011526146,7760.1086883945145,56921445.48878018,5,Random Excursion,0.9709603488313201,True
fast_mix,43058.66011526146,7760.1086883945145,56921445.48878018,6,Monobit,0.05540264253278056,True
