function,gamma,x0,delay,round,test,score,passed
rot1,65175.07807956198,4611.669236635729,27396794.545091677,3,Frequency Within Block,1.5373858318524623e-143,False
rot1,65175.07807956198,4611.669236635729,27396794.545091677,3,Runs,8.061389494279453e-87,False
rot1,65175.07807956198,4611.669236635729,27396794.545091677,3,Longest Run Ones In A Block,0.004014950506282856,False
rot1,65175.07807956198,4611.669236635729,27396794.545091677,3,Non Overlapping Template Matching,0.9999999890449678,True
rot1,65175.07807956198,4611.669236635729,27396794.545091677,3,Random Excursion,0.9709603488313201,True
rot1,65175.07807956198,4611.669236635729,27396794.545091677,4,Monobit,3.831943393108006e-222,False
rot1,65175.07807956198,4611.669236635729,27396794.545091677,4,Frequency Within Block,7.08740682628562e-178,False
rot1,65175.07807956198,4611.669236635729,27396794.545091677,4,Runs,0.09569752763000099,True
rot1,65175.07807956198,4611.669236635729,27396794.545091677,4,Longest Run Ones In A Block,0.5834165504991895,True
rot1,65175.07807956198,4611.669236635729,27396794.545091677,4,Non Overlapping Template Matching,0.9999999999999996,True
rot1,65175.07807956198,4611.669236635729,27396794.545091677,4,Random Excursion,0.878695388450189,True
rot1,65175.07807956198,4611.669236635729,27396794.545091677,5,Monobit,2.4271666969476702e-21,False
rot1,65175.07807956198,4611.669236635729,27396794.545091677,5,Frequency Within Block,7.186120415584638e-08,False
rot1,65175.07807956198,4611.669236635729,27396794.545091677,5,Runs,0.007099036141220598,False
rot1,65175.07807956198,4611.669236635729,27396794.545091677,5,Longest Run Ones In A Block,0.4983793055947572,True
rot1,65175.07807956198,4611.669236635729,27396794.545091677,5,Non Overlapping Template Matching,0.9999999999999803,True
rot1,65175.07807956198,4611.669236635729,27396794.545091677,5,Random Excursion,0.9567841996075861,True
rot1,65175.07807956198,4611.669236635729,27396794.545091677,6,Monobit,7.109669606384749e-131,False
rot1,65175.07807956198,4611.669236635729,27396794.545091677,6,Frequency Within Block,6.985775939555939e-91,False
rot1,65175.07807956198,4611.669236635729,27396794.545091677,6,Runs,8.256566172812068e-05,False
rot1,65175.07807956198,4611.669236635729,27396794.545091677,6,Longest Run Ones In A Block,3.463415645859518e-06,False
rot1,65175.07807956198,4611.669236635729,27396794.545091677,6,Non Overlapping Template Matching,0.9999999999995804,True
rot1,65175.07807956198,4611.669236635729,27396794.545091677,6,Random Excursion,0.9709603488313201,True
rot1,65175.07807956198,4611.669236635729,27396794.545091677,7,Monobit,1.035204336617129e-33,False
rot1,65175.07807956198,4611.669236635729,27396794.545091677,7,Frequency Within Block,1.3280336439899929e-14,False
rot1,65175.07807956198,4611.669236635729,27396794.545091677,7,Runs,0.5377045482377905,True
rot1,65175.07807956198,4611.669236635729,27396794.545091677,7,Longest Run Ones In A Block,0.32321456325703957,True
rot1,65175.07807956198,4611.669236635729,27396794.545091677,7,Non Overlapping Template Matching,0.9999999996787456,True
rot1,65175.07807956198,4611.669236635729,27396794.545091677,7,Random Excursion,0.9709603488313201,True
rot1,65175.07807956198,4611.669236635729,27396794.545091677,8,Monobit,1.830436311549199e-07,False
rot1,65175.07807956198,4611.669236635729,27396794.545091677,8,Frequency Within Block,0.04205201214542066,True
rot1,65175.07807956198,4611.669236635729,27396794.545091677,8,Runs,0.6332788168525325,True
rot1,65175.07807956198,4611.669236635729,27396794.545091677,8,Longest Run Ones In A Block,0.32464035256556834,True
rot1,65175.07807956198,4611.669236635729,27396794.545091677,8,Non Overlapping Template Matching,0.9999999999999607,True
rot1,65175.07807956198,4611.669236635729,27396794.545091677,8,Random Excursion,0.9709603488313201,True
rot1,65175.07807956198,4611.669236635729,27396794.545091677,9,Monobit,0.06781783025606831,True
rot1,65175.07807956198,4611.669236635729,27396794.545091677,9,Frequency Within Block,0.6827967679386309,True
rot1,65175.07807956198,4611.669236635729,27396794.545091677,9,Runs,0.4796256224012398,True
rot1,65175.07807956198,4611.669236635729,27396794.545091677,9,Longest Run Ones In A Block,0.13567297959398933,True
rot1,65175.07807956198,4611.669236635729,27396794.545091677,9,Non Overlapping Template Matching,0.9999999999980173,True
rot1,65175.07807956198,4611.669236635729,27396794.545091677,9,Random Excursion,0.9567841996075861,True
rot2,65175.07807956198,4611.669236635729,27396794.545091677,0,Monobit,0.0,False
rot2,65175.07807956198,4611.669236635729,27396794.545091677,0,Frequency Within Block,0.0,False
rot2,65175.07807956198,4611.669236635729,27396794.545091677,0,Runs,0.0,False
rot2,65175.07807956198,4611.669236635729,27396794.545091677,0,Longest Run Ones In A Block,2.6530537627191854e-06,False
rot2,65175.07807956198,4611.669236635729,27396794.545091677,0,Non Overlapping Template Matching,0.9775496340029086,True
rot2,65175.07807956198,4611.669236635729,27396794.545091677,0,Random Excursion,0.9567841996075861,True
rot2,65175.07807956198,4611.669236635729,27396794.545091677,1,Monobit,0.0,False
rot2,65175.07807956198,4611.669236635729,27396794.545091677,1,Frequency Within Block,0.0,False
rot2,65175.07807956198,4611.669236635729,27396794.545091677,1,Runs,0.0,False
rot2,65175.07807956198,4611.669236635729,27396794.545091677,1,Longest Run Ones In A Block,1.723705832769472e-99,False
rot2,65175.07807956198,4611.669236635729,27396794.545091677,1,Non Overlapping Template Matching,0.999562787165512,True
rot2,65175.07807956198,4611.669236635729,27396794.545091677,1,Random Excursion,0.878695388450189,True
rot2,65175.07807956198,4611.669236635729,27396794.545091677,2,Monobit,3.267360895399608e-71,False
rot2,65175.07807956198,4611.669236635729,27396794.545091677,2,Frequency Within Block,1.0386452058941907e-38,False
rot2,65175.07807956198,4611.669236635729,27396794.545091677,2,Runs,1.1883994470528357e-11,False
rot2,65175.07807956198,4611.669236635729,27396794.545091677,2,Longest Run Ones In A Block,0.020712548088056736,True
rot2,65175.07807956198,4611.669236635729,27396794.545091677,2,Non Overlapping Template Matching,0.9999999999999368,True
rot2,65175.07807956198,4611.669236635729,27396794.545091677,2,Random Excursion,0.9567841996075861,True
rot2,65175.07807956198,4611.669236635729,27396794.545091677,3,Monobit,6.912550557385012e-06,False
rot2,65175.07807956198,4611.669236635729,27396794.545091677,3,Frequency Within Block,0.4788046528651221,True
rot2,65175.07807956198,4611.669236635729,27396794.545091677,3,Runs,5.708777925644723e-16,False
rot2,65175.07807956198,4611.669236635729,27396794.545091677,3,Longest Run Ones In A Block,0.2906024824296504,True
rot2,65175.07807956198,4611.669236635729,27396794.545091677,3,Non Overlapping Template Matching,0.9999999999839712,True
rot2,65175.07807956198,4611.669236635729,27396794.545091677,3,Random Excursion,0.630213022379425,False
rot2,65175.07807956198,4611.669236635729,27396794.545091677,4,Monobit,1.4246904774530002e-31,False
rot2,65175.07807956198,4611.669236635729,27396794.545091677,4,Frequency Within Block,1.3095818103048612e-12,False
rot2,65175.07807956198,4611.669236635729,27396794.545091677,4,Runs,0.15833494294259873,True
rot2,65175.07807956198,4611.669236635729,27396794.545091677,4,Longest Run Ones In A Block,0.3371883240632011,True
rot2,65175.07807956198,4611.669236635729,27396794.545091677,4,Non Overlapping Template Matching,0.9999999999999997,True
rot2,65175.07807956198,4611.669236635729,27396794.545091677,4,Random Excursion,0.9709603488313201,True
rot2,65175.07807956198,4611.669236635729,27396794.545091677,5,Monobit,1.2489687552138098e-10,False
rot2,65175.07807956198,4611.669236635729,27396794.545091677,5,Frequency Within Block,0.0011489376744149861,False
rot2,65175.07807956198,4611.669236635729,27396794.545091677,5,Runs,0.2852128176685974,True
rot2,65175.07807956198,4611.669236635729,27396794.545091677,5,Longest Run Ones In A Block,0.9226593591170237,True
rot2,65175.07807956198,4611.669236635729,27396794.545091677,5,Non Overlapping Template Matching,0.9999999999995625,True
rot2,65175.07807956198,4611.669236635729,27396794.545091677,5,Random Excursion,0.9709603488313201,True
rot2,65175.07807956198,4611.669236635729,27396794.545091677,6,Monobit,8.256688855027941e-07,False
rot2,65175.07807956198,4611.669236635729,27396794.545091677,6,Frequency Within Block,0.12222224995802472,True
rot2,65175.07807956198,4611.669236635729,27396794.545091677,6,Runs,0.3676005504237851,True
rot2,65175.07807956198,4611.669236635729,27396794.545091677,6,Longest Run Ones In A Block,0.09406773238703305,True
rot2,65175.07807956198,4611.669236635729,27396794.545091677,6,Non Overlapping Template Matching,0.9999999998346578,True
rot2,65175.07807956198,4611.669236635729,27396794.545091677,6,Random Excursion,0.9709603488313201,True
rot2,65175.07807956198,4611.669236635729,27396794.545091677,7,Monobit,0.20308307306519321,True
rot2,65175.07807956198,4611.669236635729,27396794.545091677,7,Frequency Within Block,0.44553951081410803,True
rot2,65175.07807956198,4611.669236635729,27396794.545091677,7,Runs,0.34662566336572204,True
rot2,65175.07807956198,4611.669236635729,27396794.545091677,7,Longest Run Ones In A Block,0.6823092032787359,True
rot2,65175.07807956198,4611.669236635729,27396794.545091677,7,Non Overlapping Template Matching,0.9999999993142331,True
rot2,65175.07807956198,4611.669236635729,27396794.545091677,7,Random Excursion,0.9567841996075861,True
rot2,65175.07807956198,4611.669236635729,27396794.545091677,8,Monobit,0.16053910932033913,True
rot2,65175.07807956198,4611.669236635729,27396794.545091677,8,Frequency Within Block,0.9769210260308397,True
rot2,65175.07807956198,4611.669236635729,27396794.545091677,8,Runs,0.13154312418530814,True
rot2,65175.07807956198,4611.669236635729,27396794.545091677,8,Longest Run Ones In A Block,0.6298721075527614,True
rot2,65175.07807956198,4611.669236635729,27396794.545091677,8,Non Overlapping Template Matching,0.9999999999999554,True
rot2,65175.07807956198,4611.669236635729,27396794.545091677,8,Random Excursion,0.630213022379425,False
rot2,65175.07807956198,4611.669236635729,27396794.545091677,9,Monobit,0.6579690900638204,True
rot2,65175.07807956198,4611.669236635729,27396794.545091677,9,Frequency Within Block,0.8314276349577546,True
rot2,65175.07807956198,4611.669236635729,27396794.545091677,9,Runs,0.5480803356051414,True
rot2,65175.07807956198,4611.669236635729,27396794.545091677,9,Longest Run Ones In A Block,0.25741886291270966,True
rot2,65175.07807956198,4611.669236635729,27396794.545091677,9,Non Overlapping Template Matching,0.9999999999999745,True
rot2,65175.07807956198,4611.669236635729,27396794.545091677,9,Random Excursion,0.9567841996075861,True
rot3,65175.07807956198,4611.669236635729,27396794.545091677,0,Monobit,0.0,False
rot3,65175.07807956198,4611.669236635729,27396794.545091677,0,Frequency Within Block,0.0,False
rot3,65175.07807956198,4611.669236635729,27396794.545091677,0,Runs,0.0,False
rot3,65175.07807956198,4611.669236635729,27396794.545091677,0,Longest Run Ones In A Block,1.2945318326884112e-46,False
rot3,65175.07807956198,4611.669236635729,27396794.545091677,0,Non Overlapping Template Matching,0.8833048402917845,True
rot3,65175.07807956198,4611.669236635729,27396794.545091677,0,Random Excursion,0.7549490872383465,False
rot3,65175.07807956198,4611.669236635729,27396794.545091677,1,Monobit,2.2107713104060548e-20,False
rot3,65175.07807956198,4611.669236635729,27396794.545091677,1,Frequency Within Block,1.6879670425133783e-05,False
rot3,65175.07807956198,4611.669236635729,27396794.545091677,1,Runs,5.45235323e-316,False
rot3,65175.07807956198,4611.669236635729,27396794.545091677,1,Longest Run Ones In A Block,1.6267233410190089e-13,False
rot3,65175.07807956198,4611.669236635729,27396794.545091677,1,Non Overlapping Template Matching,0.9755996767009483,True
rot3,65175.07807956198,4611.669236635729,27396794.545091677,1,Random Excursion,0.9567841996075861,True
rot3,65175.07807956198,4611.669236635729,27396794.545091677,2,Monobit,4.239696738022435e-74,False
rot3,65175.07807956198,4611.669236635729,27396794.545091677,2,Frequency Within Block,2.2035492253026154e-39,False
rot3,65175.07807956198,4611.669236635729,27396794.545091677,2,Runs,0.0,False
rot3,65175.07807956198,4611.669236635729,27396794.545091677,2,Longest Run Ones In A Block,0.6509129465581096,True
rot3,65175.07807956198,4611.669236635729,27396794.545091677,2,Non Overlapping Template Matching,0.9999501024998009,True
rot3,65175.07807956198,4611.669236635729,27396794.545091677,2,Random Excursion,0.9567841996075861,True
rot3,65175.07807956198,4611.669236635729,27396794.545091677,3,Monobit,3.1020558603811076e-63,False
rot3,65175.07807956198,4611.669236635729,27396794.545091677,3,Frequency Within Block,1.1557374308929663e-33,False
rot3,65175.07807956198,4611.669236635729,27396794.545091677,3,Runs,1.7653830355918398e-23,False
rot3,65175.07807956198,4611.669236635729,27396794.545091677,3,Longest Run Ones In A Block,0.06330319399492963,True
rot3,65175.07807956198,4611.669236635729,27396794.545091677,3,Non Overlapping Template Matching,0.9999999965606392,True
rot3,65175.07807956198,4611.669236635729,27396794.545091677,3,Random Excursion,0.7549490872383465,False
rot3,65175.07807956198,4611.669236635729,27396794.545091677,4,Monobit,7.916371898031937e-05,False
rot3,65175.07807956198,4611.669236635729,27396794.545091677,4,Frequency Within Block,0.5857776041808724,True
rot3,65175.07807956198,4611.669236635729,27396794.545091677,4,Runs,0.0013212660687834173,False
rot3,65175.07807956198,4611.669236635729,27396794.545091677,4,Longest Run Ones In A Block,0.7283246176209633,True
rot3,65175.07807956198,4611.669236635729,27396794.545091677,4,Non Overlapping Template Matching,0.9999999999912128,True
rot3,65175.07807956198,4611.669236635729,27396794.545091677,4,Random Excursion,0.9709603488313201,True
rot3,65175.07807956198,4611.669236635729,27396794.545091677,5,Monobit,0.40648344235657985,True
rot3,65175.07807956198,4611.669236635729,27396794.545091677,5,Frequency Within Block,0.309993144603292,True
rot3,65175.07807956198,4611.669236635729,27396794.545091677,5,Runs,0.6096321872330703,True
rot3,65175.07807956198,4611.669236635729,27396794.545091677,5,Longest Run Ones In A Block,0.6283764178464728,True
rot3,65175.07807956198,4611.669236635729,27396794.545091677,5,Non Overlapping Template Matching,0.9999999999997751,True
rot3,65175.07807956198,4611.669236635729,27396794.545091677,5,Random Excursion,0.9567841996075861,True
rot3,65175.07807956198,4611.669236635729,27396794.545091677,6,Monobit,0.7338980615199149,True
rot3,65175.07807956198,4611.669236635729,27396794.545091677,6,Frequency Within Block,0.801447721427351,True
rot3,65175.07807956198,4611.669236635729,27396794.545091677,6,Runs,0.2717655311751891,True
